,Airline,Market_leg,NS_fc,SLFFC,OB%,cost_ratio
594,5J,MNLRXS,3.3000000000000003,0.931,4.6,1.3868467116779195
595,5J,MNLRXS,1.3,0.952,2.13,1.3868467116779195
596,5J,MNLRXS,6.2,0.973,6.91,1.3868467116779195
597,5J,MNLRXS,4.9,0.803,6.38,1.3868467116779195
598,5J,MNLSGN,6.0,0.753,4.3,0.5842162590355481
600,5J,MNLSGN,2.8000000000000003,0.723,2.13,0.5842162590355481
601,5J,MNLSGN,5.2,0.638,4.26,0.5842162590355481
609,5J,MNLSYD,2.5,0.686,1.74,0.5203797971045886
610,5J,MNLSYD,3.0,0.702,2.18,0.5203797971045886
611,5J,MNLSYD,1.4000000000000001,0.71,1.09,0.5203797971045886
612,5J,MNLSYD,3.1,0.763,1.96,0.5203797971045886
613,5J,MNLSYD,1.7000000000000002,0.771,1.09,0.5203797971045886
614,5J,MNLSYD,2.8000000000000003,0.76,1.74,0.5203797971045886
615,5J,MNLTAC,4.2,0.957,5.32,1.6230784587742064
616,5J,MNLTAC,6.4,0.887,8.6,1.6230784587742064
617,5J,MNLTAC,5.3,0.947,7.45,1.6230784587742064
618,5J,MNLTAC,5.2,0.899,7.45,1.6230784587742064
619,5J,MNLTAC,5.3,0.968,7.45,1.6230784587742064
620,5J,MNLTAC,1.9,0.888,3.19,1.6230784587742064
621,5J,MNLTAC,3.1,1.021,5.32,1.6230784587742064
622,5J,MNLTAC,5.8999999999999995,0.856,7.45,1.6230784587742064
623,5J,MNLTAC,5.7,0.957,7.45,1.6230784587742064
624,5J,MNLTAC,5.3,0.957,6.91,1.6230784587742064
625,5J,MNLTAC,3.5999999999999996,0.914,5.38,1.6230784587742064
626,5J,MNLTAC,4.7,0.941,6.45,1.6230784587742064
627,5J,MNLTAG,6.9,0.761,7.45,0.9247662535333768
628,5J,MNLTAG,6.1,0.739,7.22,0.9247662535333768
630,5J,MNLTAG,5.7,0.739,6.11,0.9247662535333768
632,5J,MNLTAG,6.2,0.722,7.78,0.9247662535333768
633,5J,MNLTAG,6.1,0.839,6.67,0.9247662535333768
634,5J,MNLTAG,5.0,0.867,5.56,0.9247662535333768
635,5J,MNLTAG,2.8000000000000003,0.743,3.04,0.9247662535333768
636,5J,MNLTAG,1.9,0.887,2.69,0.9247662535333768
637,5J,MNLTAG,6.5,0.793,6.38,0.9247662535333768
638,5J,MNLTAG,3.9,0.782,4.79,0.9247662535333768
644,5J,MNLTPE,2.1999999999999997,0.8,1.74,0.7129238943584935
645,5J,MNLTPE,3.0,0.839,2.18,0.7129238943584935
647,5J,MNLTPE,3.4000000000000004,0.9,2.61,0.7129238943584935
648,5J,MNLTPE,2.1,0.98,1.53,0.7129238943584935
649,5J,MNLTPE,2.5,0.815,1.31,0.7129238943584935
650,5J,MNLTPE,2.6,0.837,1.96,0.7129238943584935
651,5J,MNLTPE,2.4,0.885,1.53,0.7129238943584935
652,5J,MNLTPE,2.5,0.791,1.74,0.7129238943584935
654,5J,MNLTUG,6.2,0.866,7.22,1.057088936069828
655,5J,MNLTUG,6.4,0.84,6.7,1.057088936069828
656,5J,MNLTUG,2.1999999999999997,0.787,3.72,1.057088936069828
657,5J,MNLTUG,4.7,0.835,6.19,1.057088936069828
658,5J,MNLTUG,5.1,0.758,5.67,1.057088936069828
659,5J,MNLTUG,1.7999999999999998,0.954,2.58,1.057088936069828
660,5J,MNLTUG,6.6000000000000005,0.809,7.22,1.057088936069828
661,5J,MNLTUG,5.1,0.742,7.22,1.057088936069828
662,5J,MNLVRC,5.5,0.733,8.89,1.4503152859317243
663,5J,MNLVRC,6.0,0.789,8.33,1.4503152859317243
675,5J,MPHCEB,3.5000000000000004,0.794,3.89,0.794819184406258
676,5J,MPHCEB,5.0,0.939,4.44,0.794819184406258
677,5J,MPHMNL,5.6000000000000005,0.817,5.56,0.7176495103146489
678,5J,MPHMNL,5.800000000000001,0.756,5.56,0.7176495103146489
679,5J,MPHMNL,1.9,0.822,2.3,0.7176495103146489
680,5J,MPHMNL,5.6000000000000005,0.75,5.56,0.7176495103146489
690,5J,PAGMNL,4.7,0.952,8.51,2.292858571714343
691,5J,PAGMNL,4.7,0.926,7.98,2.292858571714343
692,5J,PAGMNL,5.4,0.978,8.6,2.292858571714343
693,5J,PAGMNL,3.0,0.92,5.85,2.292858571714343
694,5J,PAGMNL,5.7,0.872,8.51,2.292858571714343
695,5J,PAGMNL,4.1000000000000005,1.032,6.99,2.292858571714343
696,5J,PAGMNL,2.3,0.968,5.32,2.292858571714343
697,5J,PAGMNL,4.5,0.995,7.98,2.292858571714343
698,5J,PAGMNL,5.6000000000000005,1.027,7.98,2.292858571714343
699,5J,PPSMNL,6.7,0.962,6.99,1.2264150943396226
700,5J,PPSMNL,5.3,0.763,7.63,1.2264150943396226
701,5J,PPSMNL,3.3000000000000003,0.63,5.66,1.2264150943396226
702,5J,PPSMNL,5.0,0.949,5.93,1.2264150943396226
703,5J,PPSMNL,2.5,0.429,5.66,1.2264150943396226
704,5J,PPSMNL,3.9,0.85,4.14,1.2264150943396226
705,5J,PPSMNL,3.8,0.788,5.51,1.2264150943396226
706,5J,PPSMNL,3.6999999999999997,0.786,5.66,1.2264150943396226
707,5J,PPSMNL,4.0,0.987,5.08,1.2264150943396226
709,5J,PPSMNL,5.7,0.864,6.78,1.2264150943396226
710,5J,PVGMNL,4.8,0.66,5.32,0.7638234445619771
711,5J,PVGMNL,5.2,0.766,5.32,0.7638234445619771
712,5J,PVGMNL,4.5,0.892,3.23,0.7638234445619771
713,5J,PVGMNL,3.4000000000000004,0.894,3.72,0.7638234445619771
714,5J,PVGMNL,3.5999999999999996,0.612,4.79,0.7638234445619771
715,5J,PVGMNL,3.5999999999999996,0.622,4.79,0.7638234445619771
716,5J,PVGMNL,3.5000000000000004,0.67,4.26,0.7638234445619771
717,5J,SGNMNL,3.9,0.576,3.81,0.5555005446083771
718,5J,SGNMNL,6.1,0.636,5.08,0.5555005446083771
719,5J,SGNMNL,7.199999999999999,0.593,5.93,0.5555005446083771
720,5J,SGNMNL,2.8000000000000003,0.619,2.54,0.5555005446083771
721,5J,SGNMNL,3.6999999999999997,0.547,3.39,0.5555005446083771
722,5J,SGNMNL,1.9,0.665,1.69,0.5555005446083771
723,5J,SGNMNL,3.2,0.703,2.54,0.5555005446083771
724,5J,SGNMNL,3.3000000000000003,0.703,2.97,0.5555005446083771
725,5J,SGNMNL,5.7,0.661,4.24,0.5555005446083771
726,5J,SGNMNL,5.6000000000000005,0.634,4.3,0.5555005446083771
727,5J,SGNMNL,4.8,0.617,3.72,0.5555005446083771
728,5J,SGNMNL,3.5000000000000004,0.681,2.66,0.5555005446083771
729,5J,SGNMNL,5.4,0.723,3.72,0.5555005446083771
750,5J,SYDMNL,3.2,0.832,1.53,0.3701216650420593
751,5J,SYDMNL,1.9,0.756,0.87,0.3701216650420593
752,5J,SYDMNL,2.7,0.617,2.4,0.3701216650420593
753,5J,SYDMNL,3.0,0.593,2.18,0.3701216650420593
754,5J,SYDMNL,0.7000000000000001,0.582,0.65,0.3701216650420593
755,5J,SYDMNL,2.6,0.736,1.96,0.3701216650420593
756,5J,TACDVO,4.1000000000000005,0.565,5.38,0.8666296193387052
757,5J,TACMNL,3.4000000000000004,0.952,6.38,1.688360950289479
758,5J,TACMNL,5.5,1.005,8.06,1.688360950289479
759,5J,TACMNL,5.4,0.931,6.91,1.688360950289479
760,5J,TACMNL,7.8,0.894,8.51,1.688360950289479
761,5J,TACMNL,5.5,1.016,6.91,1.688360950289479
762,5J,TACMNL,3.8,0.91,5.85,1.688360950289479
763,5J,TACMNL,2.3,1.027,4.26,1.688360950289479
764,5J,TACMNL,2.8000000000000003,0.878,5.32,1.688360950289479
765,5J,TACMNL,6.800000000000001,0.957,8.51,1.688360950289479
766,5J,TACMNL,5.6000000000000005,0.793,7.98,1.688360950289479
767,5J,TACMNL,5.6000000000000005,0.935,7.53,1.688360950289479
768,5J,TACMNL,5.6000000000000005,1.011,6.99,1.688360950289479
769,5J,TAGMNL,6.6000000000000005,0.809,6.91,1.0478364861926506
770,5J,TAGMNL,3.2,0.75,4.44,1.0478364861926506
772,5J,TAGMNL,6.800000000000001,0.9,7.22,1.0478364861926506
774,5J,TAGMNL,5.0,0.794,5.0,1.0478364861926506
775,5J,TAGMNL,2.9000000000000004,0.75,3.89,1.0478364861926506
781,5J,TPEMNL,2.9000000000000004,0.73,1.96,0.6597905922800438
782,5J,TPEMNL,4.1000000000000005,0.78,2.61,0.6597905922800438
783,5J,TPEMNL,4.3999999999999995,0.8,2.83,0.6597905922800438
784,5J,TPEMNL,5.1,0.852,3.05,0.6597905922800438
785,5J,TPEMNL,2.4,0.789,1.96,0.6597905922800438
786,5J,TPEMNL,3.5999999999999996,0.8,3.49,0.6597905922800438
787,5J,TPEMNL,1.0999999999999999,0.819,1.09,0.6597905922800438
788,5J,TPEMNL,2.5,0.776,1.74,0.6597905922800438
789,5J,TPEMNL,3.8,0.819,2.4,0.6597905922800438
792,5J,ZAMCEB,8.6,0.894,2.22,0.18460139436192785
793,5J,ZAMCEB,6.2,0.889,1.67,0.18460139436192785
794,5J,ZAMCEB,2.0,0.656,0.56,0.18460139436192785
795,5J,ZAMCEB,10.9,0.906,2.78,0.18460139436192785
798,5J,ZAMTWT,4.6,0.828,6.11,1.3041575492341357
799,5J,ZAMTWT,4.3,0.828,5.0,1.3041575492341357
800,5J,ZAMTWT,3.6999999999999997,0.756,5.56,1.3041575492341357
801,5J,ZAMTWT,4.8,0.767,6.11,1.3041575492341357
802,5J,ZAMTWT,3.3000000000000003,0.8,4.44,1.3041575492341357
803,5J,ZAMTWT,3.0,0.772,5.0,1.3041575492341357
804,5J,ZAMTWT,2.6,0.767,4.44,1.3041575492341357
805,5J,ZAMTWT,3.8,0.733,5.56,1.3041575492341357
806,5J,ZAMTWT,2.3,0.683,3.89,1.3041575492341357
807,DG,BCDCEB,4.3,0.974,5.13,0.7513974698440717
808,DG,BCDCEB,3.8,0.641,5.13,0.7513974698440717
809,DG,BCDCEB,2.6,0.949,2.56,0.7513974698440717
810,DG,BCDCEB,6.1,1.013,6.41,0.7513974698440717
811,DG,BCDCEB,3.0,0.897,3.85,0.7513974698440717
812,DG,BCDCEB,5.6000000000000005,0.538,6.41,0.7513974698440717
813,DG,BCDCEB,2.3,0.808,3.85,0.7513974698440717
814,DG,BCDCEB,5.4,0.769,7.69,0.7513974698440717
815,DG,BCDCEB,3.0,0.705,5.13,0.7513974698440717
816,DG,BCDCEB,2.1999999999999997,0.859,3.85,0.7513974698440717
817,DG,CEBBCD,7.3999999999999995,0.962,6.41,0.716975581053251
818,DG,CEBBCD,4.6,0.744,5.13,0.716975581053251
819,DG,CEBBCD,4.9,0.744,5.13,0.716975581053251
820,DG,CEBBCD,4.0,0.859,5.13,0.716975581053251
821,DG,CEBBCD,6.2,0.679,6.41,0.716975581053251
822,DG,CEBBCD,5.1,0.59,6.41,0.716975581053251
823,DG,CEBBCD,2.3,0.667,2.56,0.716975581053251
824,DG,CEBBCD,5.6000000000000005,0.821,5.13,0.716975581053251
825,DG,CEBBCD,4.6,0.859,5.13,0.716975581053251
826,DG,CEBBCD,6.7,0.679,7.69,0.716975581053251
827,DG,CEBCGY,1.9,0.756,2.56,0.8611700515307669
828,DG,CEBCGY,5.7,0.667,7.69,0.8611700515307669
829,DG,CEBCGY,4.9,0.808,5.13,0.8611700515307669
830,DG,CEBCGY,8.1,0.923,8.97,0.8611700515307669
831,DG,CEBCGY,5.4,0.962,5.13,0.8611700515307669
832,DG,CEBCGY,4.8,1.0,5.13,0.8611700515307669
833,DG,CEBCGY,6.2,1.0,6.41,0.8611700515307669
834,DG,CEBCGY,11.200000000000001,0.974,8.97,0.8611700515307669
835,DG,CEBCGY,6.1,0.974,5.13,0.8611700515307669
836,DG,CEBCGY,4.9,0.846,5.13,0.8611700515307669
837,DG,CEBCGY,5.3,0.974,5.13,0.8611700515307669
838,DG,CEBCGY,5.1,0.936,5.13,0.8611700515307669
839,DG,CEBCGY,3.8,0.885,3.85,0.8611700515307669
840,DG,CEBCGY,5.5,1.013,6.41,0.8611700515307669
841,DG,CEBCGY,4.0,1.013,5.13,0.8611700515307669
842,DG,CEBCGY,7.5,0.987,6.41,0.8611700515307669
845,DG,CEBDPL,5.8999999999999995,0.846,5.13,0.6688294133549608
853,DG,CEBIAO,7.9,0.949,7.69,0.9514563106796117
854,DG,CEBIAO,8.4,0.974,7.69,0.9514563106796117
855,DG,CEBIAO,6.1,0.987,5.13,0.9514563106796117
856,DG,CEBIAO,5.1,0.846,5.13,0.9514563106796117
857,DG,CEBIAO,5.2,0.923,6.41,0.9514563106796117
858,DG,CEBIAO,4.7,0.974,3.85,0.9514563106796117
859,DG,CEBIAO,8.200000000000001,1.0,7.69,0.9514563106796117
860,DG,CEBIAO,7.8,0.885,7.69,0.9514563106796117
861,DG,CEBIAO,6.6000000000000005,1.0,6.41,0.9514563106796117
862,DG,CEBIAO,6.7,0.949,6.41,0.9514563106796117
863,DG,CEBIAO,8.200000000000001,0.987,7.69,0.9514563106796117
864,DG,CEBIAO,5.4,0.885,6.41,0.9514563106796117
865,DG,CEBIAO,7.5,1.013,7.69,0.9514563106796117
866,DG,CEBIAO,6.9,0.974,6.41,0.9514563106796117
867,DG,CEBILO,4.1000000000000005,0.987,5.13,1.0072749317975145
868,DG,CEBILO,2.5,0.782,5.13,1.0072749317975145
869,DG,CEBILO,1.7000000000000002,0.821,2.56,1.0072749317975145
870,DG,CEBILO,4.3999999999999995,0.974,6.41,1.0072749317975145
871,DG,CEBMBT,6.3,1.0,6.41,1.0607651912978244
872,DG,CEBMBT,8.799999999999999,0.897,7.69,1.0607651912978244
873,DG,CEBMBT,4.3,0.821,7.69,1.0607651912978244
874,DG,CEBMBT,5.4,0.769,7.69,1.0607651912978244
875,DG,CEBOZC,4.5,0.885,3.85,0.8902618417181524
876,DG,CEBOZC,6.6000000000000005,0.974,3.85,0.8902618417181524
877,DG,CEBOZC,7.6,0.962,3.85,0.8902618417181524
878,DG,CEBOZC,4.9,1.0,3.85,0.8902618417181524
894,DG,CEBUSU,5.8999999999999995,0.833,2.56,0.6932603000714456
907,DG,CGYCEB,5.3,0.949,5.13,1.0300090936647468
908,DG,CGYCEB,4.2,1.013,5.13,1.0300090936647468
909,DG,CGYCEB,8.1,1.013,8.97,1.0300090936647468
910,DG,CGYCEB,5.1,0.897,7.69,1.0300090936647468
911,DG,CGYCEB,7.9,0.987,7.69,1.0300090936647468
912,DG,CGYCEB,4.2,1.026,5.13,1.0300090936647468
913,DG,CGYCEB,8.3,0.949,7.69,1.0300090936647468
914,DG,CGYCEB,4.2,1.026,3.85,1.0300090936647468
915,DG,CGYCEB,8.9,1.0,8.97,1.0300090936647468
916,DG,CGYCEB,5.4,0.949,7.69,1.0300090936647468
917,DG,CGYCEB,8.1,0.897,7.69,1.0300090936647468
918,DG,CGYCEB,4.3,0.974,5.13,1.0300090936647468
919,DG,CGYCEB,6.5,0.846,8.97,1.0300090936647468
920,DG,CGYCEB,2.3,0.987,2.56,1.0300090936647468
921,DG,CGYCEB,1.3,1.013,2.56,1.0300090936647468
922,DG,CGYCEB,9.700000000000001,0.91,8.97,1.0300090936647468
930,DG,DPLCEB,9.2,0.949,8.97,0.8902406055690727
945,DG,ILOCEB,4.1000000000000005,1.0,5.13,1.0345559260381934
946,DG,ILOCEB,7.199999999999999,0.872,7.69,1.0345559260381934
947,DG,ILOCEB,4.7,0.808,6.41,1.0345559260381934
948,DG,ILOCEB,1.7000000000000002,0.859,2.56,1.0345559260381934
953,DG,OZCCEB,3.6999999999999997,0.987,3.85,0.9791115033833481
954,DG,OZCCEB,6.800000000000001,0.897,3.85,0.9791115033833481
955,DG,OZCCEB,6.7,1.0,3.85,0.9791115033833481
956,DG,OZCCEB,5.7,0.987,3.85,0.9791115033833481
976,5J,BCDMNL,4.8,0.979,5.08,1.108085579327591
977,5J,BCDMNL,3.5999999999999996,1.004,5.51,1.108085579327591
978,5J,BCDMNL,4.0,0.843,5.08,1.108085579327591
984,5J,CEBMNL,5.4,0.833,7.78,0.5153443964537395
985,5J,CEBMNL,5.8999999999999995,0.717,5.56,0.5153443964537395
986,5J,CEBMNL,7.3999999999999995,0.972,4.44,0.5153443964537395
987,5J,CEBMNL,8.200000000000001,0.756,6.11,0.5153443964537395
988,5J,CGYMNL,4.2,1.013,5.51,1.5290280495759947
989,5J,ICNMNL,3.6999999999999997,0.669,2.83,0.4423861506230014
990,5J,ICNMNL,1.0,0.747,1.31,0.4423861506230014
991,5J,ICNMNL,4.3,0.782,2.83,0.4423861506230014
992,5J,ICNMNL,4.0,0.943,2.4,0.4423861506230014
993,5J,ICNMNL,2.1,0.786,1.96,0.4423861506230014
996,5J,MNLBCD,3.9,0.818,5.51,0.9772158933036955
997,5J,MNLBCD,4.2,0.949,4.66,0.9772158933036955
998,5J,MNLBCD,5.3,0.729,8.05,0.9772158933036955
999,5J,MNLCGY,1.4000000000000001,0.814,3.39,1.4785823005001086
1033,5J,PPSCEB,3.9,0.561,2.61,1.0284285338246908
1051,5J,PPSCRK,2.6,0.508,5.51,0.7969943335796994
1065,5J,PPSILO,2.1999999999999997,0.506,3.89,0.761030419292957
1066,5J,PPSILO,3.5000000000000004,0.633,4.44,0.761030419292957
1067,5J,PPSILO,2.3,0.561,4.44,0.761030419292957
1068,5J,PPSILO,2.1,0.489,3.33,0.761030419292957
1069,5J,PPSILO,3.0,0.689,3.89,0.761030419292957
1070,5J,PPSILO,4.1000000000000005,0.694,5.56,0.761030419292957
1071,5J,PPSILO,1.7999999999999998,0.8,3.33,0.761030419292957
1072,5J,PPSILO,2.8000000000000003,0.806,3.33,0.761030419292957
1073,5J,PPSILO,3.2,0.756,3.33,0.761030419292957
1074,5J,PPSILO,3.4000000000000004,0.806,3.89,0.761030419292957
1075,5J,PPSILO,3.6999999999999997,0.772,3.89,0.761030419292957
1076,5J,PPSMNL,7.3,0.952,7.83,1.2264150943396226
1077,5J,PPSMNL,6.5,0.896,6.96,1.2264150943396226
1078,5J,PPSMNL,7.000000000000001,0.865,8.7,1.2264150943396226
1079,5J,PPSMNL,4.1000000000000005,0.93,4.78,1.2264150943396226
1080,5J,PPSMNL,4.0,0.965,5.22,1.2264150943396226
1081,5J,PPSMNL,4.6,0.926,3.48,1.2264150943396226
1082,5J,PPSMNL,3.1,1.009,3.48,1.2264150943396226
1083,5J,PPSMNL,7.1,0.983,7.39,1.2264150943396226
1084,5J,PPSMNL,7.5,0.983,6.96,1.2264150943396226
1086,5J,PPSMNL,4.8,0.996,5.65,1.2264150943396226
1109,5J,RXSMNL,4.6,1.0,5.85,1.4453613403350838
1110,5J,RXSMNL,4.9,0.782,8.51,1.4453613403350838
1111,5J,RXSMNL,4.7,0.851,5.75,1.4453613403350838
1112,5J,RXSMNL,3.4000000000000004,0.81,5.17,1.4453613403350838
1113,5J,RXSMNL,1.6,0.766,3.72,1.4453613403350838
1114,5J,RXSMNL,7.1,0.957,7.45,1.4453613403350838
1115,5J,RXSMNL,5.3,0.835,8.51,1.4453613403350838
1116,5J,RXSMNL,5.5,0.941,6.38,1.4453613403350838
1117,5J,RXSMNL,5.800000000000001,0.911,6.67,1.4453613403350838
1129,5J,TACMNL,4.7,0.928,6.67,1.688360950289479
1130,5J,TACMNL,4.7,0.819,8.51,1.688360950289479
1131,5J,TACMNL,3.8,0.86,5.38,1.688360950289479
1132,5J,TACMNL,4.7,0.806,7.53,1.688360950289479
1133,5J,TACMNL,6.0,0.814,7.22,1.688360950289479
1134,5J,TACMNL,2.1999999999999997,0.778,4.12,1.688360950289479
1135,5J,TACMNL,4.8,0.768,7.73,1.688360950289479
1136,5J,TACMNL,4.0,0.727,6.7,1.688360950289479
1137,5J,TACMNL,3.8,0.83,5.67,1.688360950289479
1138,5J,TACMNL,4.5,0.794,7.22,1.688360950289479
1139,5J,TACMNL,5.4,0.898,8.06,1.688360950289479
1140,5J,TACMNL,4.9,0.978,7.53,1.688360950289479
1141,5J,TACMNL,6.3,0.91,8.51,1.688360950289479
1142,5J,TACMNL,3.9,0.936,5.32,1.688360950289479
1143,5J,TACMNL,3.0,0.995,3.72,1.688360950289479
1144,5J,TACMNL,3.9,1.0,5.32,1.688360950289479
1145,5J,TACMNL,2.1,0.984,4.26,1.688360950289479
1146,5J,TACMNL,4.2,0.846,6.38,1.688360950289479
1147,5J,TACMNL,5.6000000000000005,0.989,7.22,1.688360950289479
1148,5J,TACMNL,6.2,0.936,8.51,1.688360950289479
1149,5J,TACMNL,3.5999999999999996,0.941,5.32,1.688360950289479
1150,5J,TAGDVO,3.0,0.403,5.93,0.9465787679017958
1151,5J,TAGDVO,2.5,0.568,2.97,0.9465787679017958
1152,5J,TAGDVO,2.4,0.691,3.81,0.9465787679017958
1153,5J,TAGDVO,4.3,0.661,5.08,0.9465787679017958
1154,5J,TAGDVO,5.0,0.72,6.36,0.9465787679017958
1155,5J,TAGILO,2.9000000000000004,0.444,5.0,0.6598785280457307
1156,5J,TAGILO,3.3000000000000003,0.494,5.56,0.6598785280457307
1157,5J,TAGILO,3.0,0.311,3.89,0.6598785280457307
1158,5J,TAGILO,2.1999999999999997,0.372,4.44,0.6598785280457307
1159,5J,TAGILO,2.7,0.522,4.44,0.6598785280457307
1160,5J,TAGILO,2.3,0.439,3.89,0.6598785280457307
1161,5J,TAGMNL,4.0,0.756,5.66,1.0478364861926506
1162,5J,TAGMNL,5.4,0.795,6.1,1.0478364861926506
1163,5J,TAGMNL,4.3,0.739,5.23,1.0478364861926506
1164,5J,TAGMNL,4.3999999999999995,0.756,5.45,1.0478364861926506
1165,5J,TAGMNL,5.4,0.835,6.36,1.0478364861926506
1166,5J,TAGMNL,0.0,0.765,3.05,1.0478364861926506
1167,5J,TAGMNL,2.7,0.712,4.58,1.0478364861926506
1168,5J,TAGMNL,2.1999999999999997,0.886,2.54,1.0478364861926506
1169,5J,TAGMNL,4.7,0.745,5.45,1.0478364861926506
1170,5J,TAGMNL,4.2,0.734,5.45,1.0478364861926506
1171,5J,TAGMNL,3.5000000000000004,0.569,5.88,1.0478364861926506
1172,5J,TAGMNL,6.2,0.939,6.11,1.0478364861926506
1173,5J,TAGMNL,2.6,0.835,3.91,1.0478364861926506
1174,5J,TAGMNL,1.3,0.876,2.15,1.0478364861926506
1175,5J,TAGMNL,5.7,0.862,6.38,1.0478364861926506
1176,5J,TAGMNL,6.2,0.883,5.85,1.0478364861926506
1177,5J,TAGMNL,4.2,0.887,5.91,1.0478364861926506
1178,5J,TAGMNL,5.1,0.774,6.45,1.0478364861926506
1191,5J,TUGMNL,6.5,0.964,8.76,0.9915074309978769
1192,5J,TUGMNL,5.4,0.851,5.67,0.9915074309978769
1193,5J,TUGMNL,4.2,0.856,5.32,0.9915074309978769
1194,5J,TUGMNL,4.3,0.845,4.12,0.9915074309978769
1195,5J,TUGMNL,5.7,0.789,4.12,0.9915074309978769
1196,5J,TUGMNL,2.4,0.809,3.09,0.9915074309978769
1197,5J,TUGMNL,4.7,0.804,5.67,0.9915074309978769
1198,5J,TUGMNL,5.800000000000001,0.794,8.25,0.9915074309978769
1199,5J,TUGMNL,4.8,0.789,5.67,0.9915074309978769
1200,5J,TUGMNL,3.5000000000000004,0.799,4.64,0.9915074309978769
1201,5J,TUGMNL,4.5,0.755,5.85,0.9915074309978769
1202,5J,TUGMNL,5.4,0.823,5.91,0.9915074309978769
1203,5J,TUGMNL,5.3,0.855,5.38,0.9915074309978769
1204,5J,TUGMNL,1.2,0.806,1.61,0.9915074309978769
1205,5J,TUGMNL,5.0,0.727,6.7,0.9915074309978769
1206,5J,TUGMNL,4.3,0.727,5.67,0.9915074309978769
1207,5J,TWTZAM,5.6000000000000005,0.983,5.0,1.1469209127852453
1208,5J,TWTZAM,5.6000000000000005,0.878,5.56,1.1469209127852453
1209,5J,TWTZAM,4.7,0.856,6.11,1.1469209127852453
1210,5J,TWTZAM,5.0,0.778,5.56,1.1469209127852453
1211,5J,TWTZAM,3.8,0.794,4.44,1.1469209127852453
1212,5J,TWTZAM,3.8,0.772,5.56,1.1469209127852453
1213,5J,TWTZAM,2.8000000000000003,0.844,3.89,1.1469209127852453
1214,5J,TWTZAM,4.9,0.794,6.11,1.1469209127852453
1215,5J,TWTZAM,7.199999999999999,0.9,7.22,1.1469209127852453
1216,5J,TWTZAM,4.2,0.706,5.56,1.1469209127852453
1217,5J,TWTZAM,3.5999999999999996,0.728,4.44,1.1469209127852453
1218,5J,ZAMDVO,6.0,0.989,4.3,0.5355501486888348
1219,5J,ZAMDVO,4.1000000000000005,0.772,3.89,0.5355501486888348
1220,5J,ZAMDVO,3.5999999999999996,0.769,3.76,0.5355501486888348
1222,5J,ZAMDVO,5.5,0.968,3.76,0.5355501486888348
1223,5J,ZAMDVO,5.4,0.844,4.3,0.5355501486888348
1224,5J,ZAMDVO,4.2,0.878,3.89,0.5355501486888348
1225,5J,ZAMILO,2.6,0.789,3.89,1.2767376250320595
1226,5J,ZAMILO,4.3999999999999995,0.839,6.11,1.2767376250320595
1227,5J,ZAMILO,3.5999999999999996,0.411,6.11,1.2767376250320595
1228,5J,ZAMILO,2.3,0.833,4.44,1.2767376250320595
1229,5J,ZAMILO,1.9,0.778,2.78,1.2767376250320595
1230,5J,ZAMILO,4.3,0.811,6.11,1.2767376250320595
1286,DG,PAGCEB,5.800000000000001,0.808,2.56,0.8686842780200051
1287,DG,PAGCEB,3.3000000000000003,0.833,2.56,0.8686842780200051
1288,DG,PAGCEB,5.5,0.769,2.56,0.8686842780200051
1289,DG,PAGCEB,2.4,0.923,2.56,0.8686842780200051
1290,DG,PAGCEB,3.1,0.654,2.56,0.8686842780200051
1291,DG,PAGCEB,6.1,0.949,2.56,0.8686842780200051
1292,DG,PAGCEB,4.3,0.91,2.56,0.8686842780200051
1293,DG,PAGCEB,5.2,0.718,2.56,0.8686842780200051
1294,DG,PAGCEB,5.1,0.833,2.56,0.8686842780200051
1295,DG,PAGCEB,4.8,0.756,2.56,0.8686842780200051
1296,DG,PAGCEB,3.8,0.91,2.56,0.8686842780200051
1330,5J,BCDCEB,3.3000000000000003,0.706,1.67,0.3368637834657252
1332,5J,BCDDVO,3.9,0.73,7.83,0.8376679051157474
1333,5J,BCDDVO,3.4000000000000004,0.743,7.39,0.8376679051157474
1334,5J,BCDDVO,3.3000000000000003,0.752,6.96,0.8376679051157474
1335,5J,BCDDVO,4.3999999999999995,0.774,8.26,0.8376679051157474
1342,5J,BCDMNL,6.9,0.917,7.83,1.108085579327591
1343,5J,BCDMNL,4.5,0.758,6.36,1.108085579327591
1344,5J,BCDMNL,5.1,0.784,7.63,1.108085579327591
1345,5J,BCDMNL,5.5,0.8,7.39,1.108085579327591
1346,5J,BCDMNL,5.6000000000000005,0.791,7.83,1.108085579327591
1347,5J,BCDMNL,3.5999999999999996,0.653,5.51,1.108085579327591
1348,5J,BCDMNL,5.0,0.746,7.63,1.108085579327591
1349,5J,BCDMNL,4.2,0.904,5.22,1.108085579327591
1350,5J,BCDMNL,4.2,0.874,5.65,1.108085579327591
1351,5J,BCDMNL,4.3,0.783,6.52,1.108085579327591
1352,5J,BCDMNL,6.3,1.0,6.52,1.108085579327591
1353,5J,BCDMNL,4.2,0.943,5.22,1.108085579327591
1354,5J,BCDMNL,3.2,1.004,3.91,1.108085579327591
1355,5J,BCDMNL,3.4000000000000004,0.974,5.22,1.108085579327591
1356,5J,BCDMNL,4.3999999999999995,0.761,6.09,1.108085579327591
1357,5J,BCDMNL,3.9,0.835,5.51,1.108085579327591
1358,5J,BCDMNL,3.8,0.83,5.22,1.108085579327591
1359,5J,BCDMNL,4.0,0.861,4.78,1.108085579327591
